LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
251058,MIDAGE SINGLES/COUPLES,Premium
251052,MIDAGE SINGLES/COUPLES,Mainstream
251050,MIDAGE SINGLES/COUPLES,Mainstream
251038,MIDAGE SINGLES/COUPLES,Mainstream
251023,MIDAGE SINGLES/COUPLES,Mainstream
251011,MIDAGE SINGLES/COUPLES,Mainstream
250366,MIDAGE SINGLES/COUPLES,Premium
250359,MIDAGE SINGLES/COUPLES,Mainstream
250358,MIDAGE SINGLES/COUPLES,Premium
250344,MIDAGE SINGLES/COUPLES,Budget
250340,MIDAGE SINGLES/COUPLES,Budget
250314,MIDAGE SINGLES/COUPLES,Budget
250307,MIDAGE SINGLES/COUPLES,Mainstream
250296,MIDAGE SINGLES/COUPLES,Mainstream
250287,MIDAGE SINGLES/COUPLES,Mainstream
250285,MIDAGE SINGLES/COUPLES,Premium
250273,MIDAGE SINGLES/COUPLES,Mainstream
250265,MIDAGE SINGLES/COUPLES,Mainstream
250261,MIDAGE SINGLES/COUPLES,Budget
250260,MIDAGE SINGLES/COUPLES,Budget
250252,MIDAGE SINGLES/COUPLES,Mainstream
250251,MIDAGE SINGLES/COUPLES,Mainstream
250241,MIDAGE SINGLES/COUPLES,Premium
250236,MIDAGE SINGLES/COUPLES,Premium
250222,MIDAGE SINGLES/COUPLES,Premium
250221,MIDAGE SINGLES/COUPLES,Budget
250186,MIDAGE SINGLES/COUPLES,Mainstream
250184,MIDAGE SINGLES/COUPLES,Premium
250179,MIDAGE SINGLES/COUPLES,Premium
250163,MIDAGE SINGLES/COUPLES,Premium
250143,MIDAGE SINGLES/COUPLES,Mainstream
250142,MIDAGE SINGLES/COUPLES,Premium
250116,MIDAGE SINGLES/COUPLES,Premium
250115,MIDAGE SINGLES/COUPLES,Mainstream
250112,MIDAGE SINGLES/COUPLES,Mainstream
250102,MIDAGE SINGLES/COUPLES,Mainstream
250095,MIDAGE SINGLES/COUPLES,Premium
250088,MIDAGE SINGLES/COUPLES,Premium
250085,MIDAGE SINGLES/COUPLES,Mainstream
250083,MIDAGE SINGLES/COUPLES,Mainstream
250063,MIDAGE SINGLES/COUPLES,Mainstream
250061,MIDAGE SINGLES/COUPLES,Mainstream
250051,MIDAGE SINGLES/COUPLES,Premium
250050,MIDAGE SINGLES/COUPLES,Mainstream
250047,MIDAGE SINGLES/COUPLES,Mainstream
250046,MIDAGE SINGLES/COUPLES,Premium
250026,MIDAGE SINGLES/COUPLES,Mainstream
250024,MIDAGE SINGLES/COUPLES,Mainstream
250018,MIDAGE SINGLES/COUPLES,Budget
250017,MIDAGE SINGLES/COUPLES,Premium
250014,MIDAGE SINGLES/COUPLES,Mainstream
250000,MIDAGE SINGLES/COUPLES,Mainstream
249504,MIDAGE SINGLES/COUPLES,Mainstream
249503,MIDAGE SINGLES/COUPLES,Mainstream
249502,MIDAGE SINGLES/COUPLES,Premium
249494,MIDAGE SINGLES/COUPLES,Mainstream
249489,MIDAGE SINGLES/COUPLES,Mainstream
249479,MIDAGE SINGLES/COUPLES,Mainstream
249471,MIDAGE SINGLES/COUPLES,Premium
249443,MIDAGE SINGLES/COUPLES,Premium
249426,MIDAGE SINGLES/COUPLES,Premium
249412,MIDAGE SINGLES/COUPLES,Premium
249395,MIDAGE SINGLES/COUPLES,Mainstream
249393,MIDAGE SINGLES/COUPLES,Premium
249385,MIDAGE SINGLES/COUPLES,Mainstream
249367,MIDAGE SINGLES/COUPLES,Mainstream
249342,MIDAGE SINGLES/COUPLES,Premium
249331,MIDAGE SINGLES/COUPLES,Premium
249303,MIDAGE SINGLES/COUPLES,Mainstream
249269,MIDAGE SINGLES/COUPLES,Premium
249214,MIDAGE SINGLES/COUPLES,Mainstream
249208,MIDAGE SINGLES/COUPLES,Mainstream
249207,MIDAGE SINGLES/COUPLES,Budget
249204,MIDAGE SINGLES/COUPLES,Budget
249196,MIDAGE SINGLES/COUPLES,Mainstream
249174,MIDAGE SINGLES/COUPLES,Budget
249114,MIDAGE SINGLES/COUPLES,Premium
249111,MIDAGE SINGLES/COUPLES,Mainstream
249084,MIDAGE SINGLES/COUPLES,Premium
249069,MIDAGE SINGLES/COUPLES,Mainstream
249068,MIDAGE SINGLES/COUPLES,Premium
249064,MIDAGE SINGLES/COUPLES,Budget
249053,MIDAGE SINGLES/COUPLES,Mainstream
249044,MIDAGE SINGLES/COUPLES,Premium
249037,MIDAGE SINGLES/COUPLES,Mainstream
249029,MIDAGE SINGLES/COUPLES,Premium
249026,MIDAGE SINGLES/COUPLES,Premium
249024,MIDAGE SINGLES/COUPLES,Premium
249015,MIDAGE SINGLES/COUPLES,Premium
249012,MIDAGE SINGLES/COUPLES,Budget
249011,MIDAGE SINGLES/COUPLES,Budget
248499,MIDAGE SINGLES/COUPLES,Premium
248490,MIDAGE SINGLES/COUPLES,Mainstream
248481,MIDAGE SINGLES/COUPLES,Mainstream
248473,MIDAGE SINGLES/COUPLES,Premium
248449,MIDAGE SINGLES/COUPLES,Mainstream
248443,MIDAGE SINGLES/COUPLES,Premium
248442,MIDAGE SINGLES/COUPLES,Premium
248421,MIDAGE SINGLES/COUPLES,Mainstream
248409,MIDAGE SINGLES/COUPLES,Budget
248408,MIDAGE SINGLES/COUPLES,Mainstream
248399,MIDAGE SINGLES/COUPLES,Premium
248393,MIDAGE SINGLES/COUPLES,Mainstream
248332,MIDAGE SINGLES/COUPLES,Mainstream
248278,MIDAGE SINGLES/COUPLES,Mainstream
248272,MIDAGE SINGLES/COUPLES,Premium
248270,MIDAGE SINGLES/COUPLES,Mainstream
248267,MIDAGE SINGLES/COUPLES,Premium
248263,MIDAGE SINGLES/COUPLES,Premium
248240,MIDAGE SINGLES/COUPLES,Budget
248235,MIDAGE SINGLES/COUPLES,Mainstream
248213,MIDAGE SINGLES/COUPLES,Mainstream
248212,MIDAGE SINGLES/COUPLES,Premium
248204,MIDAGE SINGLES/COUPLES,Mainstream
248196,MIDAGE SINGLES/COUPLES,Mainstream
248177,MIDAGE SINGLES/COUPLES,Mainstream
248172,MIDAGE SINGLES/COUPLES,Budget
248157,MIDAGE SINGLES/COUPLES,Mainstream
248147,MIDAGE SINGLES/COUPLES,Mainstream
248117,MIDAGE SINGLES/COUPLES,Premium
248112,MIDAGE SINGLES/COUPLES,Budget
248093,MIDAGE SINGLES/COUPLES,Budget
248089,MIDAGE SINGLES/COUPLES,Mainstream
248067,MIDAGE SINGLES/COUPLES,Budget
248044,MIDAGE SINGLES/COUPLES,Budget
248037,MIDAGE SINGLES/COUPLES,Premium
248031,MIDAGE SINGLES/COUPLES,Mainstream
248025,MIDAGE SINGLES/COUPLES,Mainstream
248019,MIDAGE SINGLES/COUPLES,Budget
248018,MIDAGE SINGLES/COUPLES,Premium
248017,MIDAGE SINGLES/COUPLES,Mainstream
248016,MIDAGE SINGLES/COUPLES,Mainstream
247244,MIDAGE SINGLES/COUPLES,Budget
247223,MIDAGE SINGLES/COUPLES,Budget
247212,MIDAGE SINGLES/COUPLES,Budget
247210,MIDAGE SINGLES/COUPLES,Budget
247206,MIDAGE SINGLES/COUPLES,Mainstream
247200,MIDAGE SINGLES/COUPLES,Mainstream
247177,MIDAGE SINGLES/COUPLES,Premium
247173,MIDAGE SINGLES/COUPLES,Premium
247171,MIDAGE SINGLES/COUPLES,Mainstream
247156,MIDAGE SINGLES/COUPLES,Mainstream
247144,MIDAGE SINGLES/COUPLES,Budget
247143,MIDAGE SINGLES/COUPLES,Premium
247139,MIDAGE SINGLES/COUPLES,Premium
247132,MIDAGE SINGLES/COUPLES,Premium
247129,MIDAGE SINGLES/COUPLES,Premium
247089,MIDAGE SINGLES/COUPLES,Premium
247085,MIDAGE SINGLES/COUPLES,Premium
247082,MIDAGE SINGLES/COUPLES,Budget
247079,MIDAGE SINGLES/COUPLES,Budget
247074,MIDAGE SINGLES/COUPLES,Premium
247071,MIDAGE SINGLES/COUPLES,Budget
247055,MIDAGE SINGLES/COUPLES,Mainstream
247032,MIDAGE SINGLES/COUPLES,Mainstream
246388,MIDAGE SINGLES/COUPLES,Mainstream
246328,MIDAGE SINGLES/COUPLES,Mainstream
246317,MIDAGE SINGLES/COUPLES,Mainstream
246314,MIDAGE SINGLES/COUPLES,Mainstream
246308,MIDAGE SINGLES/COUPLES,Budget
246266,MIDAGE SINGLES/COUPLES,Budget
246243,MIDAGE SINGLES/COUPLES,Mainstream
246241,MIDAGE SINGLES/COUPLES,Premium
246224,MIDAGE SINGLES/COUPLES,Mainstream
246215,MIDAGE SINGLES/COUPLES,Premium
246194,MIDAGE SINGLES/COUPLES,Premium
246186,MIDAGE SINGLES/COUPLES,Mainstream
246180,MIDAGE SINGLES/COUPLES,Premium
246143,MIDAGE SINGLES/COUPLES,Mainstream
246136,MIDAGE SINGLES/COUPLES,Budget
246132,MIDAGE SINGLES/COUPLES,Budget
246121,MIDAGE SINGLES/COUPLES,Premium
246105,MIDAGE SINGLES/COUPLES,Premium
246095,MIDAGE SINGLES/COUPLES,Budget
246078,MIDAGE SINGLES/COUPLES,Budget
245366,MIDAGE SINGLES/COUPLES,Mainstream
245360,MIDAGE SINGLES/COUPLES,Mainstream
245354,MIDAGE SINGLES/COUPLES,Mainstream
245351,MIDAGE SINGLES/COUPLES,Mainstream
245348,MIDAGE SINGLES/COUPLES,Mainstream
245325,MIDAGE SINGLES/COUPLES,Premium
245323,MIDAGE SINGLES/COUPLES,Premium
245308,MIDAGE SINGLES/COUPLES,Mainstream
245281,MIDAGE SINGLES/COUPLES,Mainstream
245262,MIDAGE SINGLES/COUPLES,Budget
245251,MIDAGE SINGLES/COUPLES,Mainstream
245233,MIDAGE SINGLES/COUPLES,Premium
245227,MIDAGE SINGLES/COUPLES,Mainstream
245190,MIDAGE SINGLES/COUPLES,Premium
245147,MIDAGE SINGLES/COUPLES,Mainstream
245138,MIDAGE SINGLES/COUPLES,Mainstream
245134,MIDAGE SINGLES/COUPLES,Mainstream
245101,MIDAGE SINGLES/COUPLES,Premium
245100,MIDAGE SINGLES/COUPLES,Mainstream
245087,MIDAGE SINGLES/COUPLES,Premium
245075,MIDAGE SINGLES/COUPLES,Budget
245047,MIDAGE SINGLES/COUPLES,Premium
245010,MIDAGE SINGLES/COUPLES,Mainstream
244463,MIDAGE SINGLES/COUPLES,Premium
244432,MIDAGE SINGLES/COUPLES,Premium
244424,MIDAGE SINGLES/COUPLES,Budget
244413,MIDAGE SINGLES/COUPLES,Budget
244411,MIDAGE SINGLES/COUPLES,Premium
244357,MIDAGE SINGLES/COUPLES,Budget
244304,MIDAGE SINGLES/COUPLES,Premium
244235,MIDAGE SINGLES/COUPLES,Premium
244135,MIDAGE SINGLES/COUPLES,Premium
243436,MIDAGE SINGLES/COUPLES,Mainstream
243424,MIDAGE SINGLES/COUPLES,Budget
243404,MIDAGE SINGLES/COUPLES,Premium
243385,MIDAGE SINGLES/COUPLES,Mainstream
243383,MIDAGE SINGLES/COUPLES,Premium
243381,MIDAGE SINGLES/COUPLES,Premium
243378,MIDAGE SINGLES/COUPLES,Premium
243368,MIDAGE SINGLES/COUPLES,Mainstream
243363,MIDAGE SINGLES/COUPLES,Budget
243351,MIDAGE SINGLES/COUPLES,Mainstream
243342,MIDAGE SINGLES/COUPLES,Budget
243339,MIDAGE SINGLES/COUPLES,Premium
243334,MIDAGE SINGLES/COUPLES,Premium
243298,MIDAGE SINGLES/COUPLES,Budget
243290,MIDAGE SINGLES/COUPLES,Premium
243280,MIDAGE SINGLES/COUPLES,Mainstream
243257,MIDAGE SINGLES/COUPLES,Mainstream
243249,MIDAGE SINGLES/COUPLES,Mainstream
243202,MIDAGE SINGLES/COUPLES,Premium
243191,MIDAGE SINGLES/COUPLES,Premium
243157,MIDAGE SINGLES/COUPLES,Budget
243149,MIDAGE SINGLES/COUPLES,Mainstream
243117,MIDAGE SINGLES/COUPLES,Mainstream
243095,MIDAGE SINGLES/COUPLES,Premium
243089,MIDAGE SINGLES/COUPLES,Budget
243070,MIDAGE SINGLES/COUPLES,Budget
243006,MIDAGE SINGLES/COUPLES,Premium
243000,MIDAGE SINGLES/COUPLES,Mainstream
242392,MIDAGE SINGLES/COUPLES,Mainstream
242353,MIDAGE SINGLES/COUPLES,Premium
242300,MIDAGE SINGLES/COUPLES,Mainstream
242293,MIDAGE SINGLES/COUPLES,Mainstream
242279,MIDAGE SINGLES/COUPLES,Premium
242246,MIDAGE SINGLES/COUPLES,Budget
242211,MIDAGE SINGLES/COUPLES,Premium
242189,MIDAGE SINGLES/COUPLES,Mainstream
242183,MIDAGE SINGLES/COUPLES,Mainstream
242170,MIDAGE SINGLES/COUPLES,Mainstream
242148,MIDAGE SINGLES/COUPLES,Premium
242130,MIDAGE SINGLES/COUPLES,Mainstream
242109,MIDAGE SINGLES/COUPLES,Mainstream
242086,MIDAGE SINGLES/COUPLES,Mainstream
242082,MIDAGE SINGLES/COUPLES,Premium
242068,MIDAGE SINGLES/COUPLES,Mainstream
242041,MIDAGE SINGLES/COUPLES,Mainstream
242039,MIDAGE SINGLES/COUPLES,Mainstream
242036,MIDAGE SINGLES/COUPLES,Mainstream
241245,MIDAGE SINGLES/COUPLES,Mainstream
241240,MIDAGE SINGLES/COUPLES,Premium
241232,MIDAGE SINGLES/COUPLES,Budget
241231,MIDAGE SINGLES/COUPLES,Mainstream
241222,MIDAGE SINGLES/COUPLES,Budget
241206,MIDAGE SINGLES/COUPLES,Mainstream
241192,MIDAGE SINGLES/COUPLES,Premium
241180,MIDAGE SINGLES/COUPLES,Premium
241161,MIDAGE SINGLES/COUPLES,Premium
241152,MIDAGE SINGLES/COUPLES,Budget
241141,MIDAGE SINGLES/COUPLES,Budget
241132,MIDAGE SINGLES/COUPLES,Mainstream
241115,MIDAGE SINGLES/COUPLES,Premium
241108,MIDAGE SINGLES/COUPLES,Premium
241097,MIDAGE SINGLES/COUPLES,Premium
241096,MIDAGE SINGLES/COUPLES,Mainstream
241083,MIDAGE SINGLES/COUPLES,Premium
241070,MIDAGE SINGLES/COUPLES,Budget
241068,MIDAGE SINGLES/COUPLES,Mainstream
241063,MIDAGE SINGLES/COUPLES,Premium
241052,MIDAGE SINGLES/COUPLES,Budget
241048,MIDAGE SINGLES/COUPLES,Mainstream
241034,MIDAGE SINGLES/COUPLES,Budget
241022,MIDAGE SINGLES/COUPLES,Mainstream
241016,MIDAGE SINGLES/COUPLES,Premium
241004,MIDAGE SINGLES/COUPLES,Mainstream
240366,MIDAGE SINGLES/COUPLES,Premium
240363,MIDAGE SINGLES/COUPLES,Mainstream
240360,MIDAGE SINGLES/COUPLES,Budget
240345,MIDAGE SINGLES/COUPLES,Premium
240324,MIDAGE SINGLES/COUPLES,Mainstream
240316,MIDAGE SINGLES/COUPLES,Mainstream
240314,MIDAGE SINGLES/COUPLES,Premium
240302,MIDAGE SINGLES/COUPLES,Premium
240251,MIDAGE SINGLES/COUPLES,Mainstream
240242,MIDAGE SINGLES/COUPLES,Mainstream
240236,MIDAGE SINGLES/COUPLES,Premium
240225,MIDAGE SINGLES/COUPLES,Mainstream
240215,MIDAGE SINGLES/COUPLES,Mainstream
240195,MIDAGE SINGLES/COUPLES,Mainstream
240144,MIDAGE SINGLES/COUPLES,Premium
240140,MIDAGE SINGLES/COUPLES,Mainstream
240094,MIDAGE SINGLES/COUPLES,Premium
240028,MIDAGE SINGLES/COUPLES,Mainstream
240023,MIDAGE SINGLES/COUPLES,Mainstream
239352,MIDAGE SINGLES/COUPLES,Mainstream
239351,MIDAGE SINGLES/COUPLES,Mainstream
239340,MIDAGE SINGLES/COUPLES,Mainstream
239335,MIDAGE SINGLES/COUPLES,Mainstream
239334,MIDAGE SINGLES/COUPLES,Premium
239322,MIDAGE SINGLES/COUPLES,Mainstream
239306,MIDAGE SINGLES/COUPLES,Mainstream
239303,MIDAGE SINGLES/COUPLES,Premium
239287,MIDAGE SINGLES/COUPLES,Mainstream
239280,MIDAGE SINGLES/COUPLES,Premium
239272,MIDAGE SINGLES/COUPLES,Premium
239268,MIDAGE SINGLES/COUPLES,Budget
239242,MIDAGE SINGLES/COUPLES,Premium
239225,MIDAGE SINGLES/COUPLES,Mainstream
239215,MIDAGE SINGLES/COUPLES,Premium
239213,MIDAGE SINGLES/COUPLES,Mainstream
239191,MIDAGE SINGLES/COUPLES,Budget
239189,MIDAGE SINGLES/COUPLES,Premium
239178,MIDAGE SINGLES/COUPLES,Mainstream
239162,MIDAGE SINGLES/COUPLES,Premium
239148,MIDAGE SINGLES/COUPLES,Mainstream
239135,MIDAGE SINGLES/COUPLES,Mainstream
239108,MIDAGE SINGLES/COUPLES,Mainstream
239095,MIDAGE SINGLES/COUPLES,Mainstream
239080,MIDAGE SINGLES/COUPLES,Mainstream
239065,MIDAGE SINGLES/COUPLES,Mainstream
239063,MIDAGE SINGLES/COUPLES,Budget
239048,MIDAGE SINGLES/COUPLES,Budget
239044,MIDAGE SINGLES/COUPLES,Mainstream
239039,MIDAGE SINGLES/COUPLES,Mainstream
239035,MIDAGE SINGLES/COUPLES,Mainstream
239014,MIDAGE SINGLES/COUPLES,Premium
238385,MIDAGE SINGLES/COUPLES,Mainstream
238381,MIDAGE SINGLES/COUPLES,Mainstream
238379,MIDAGE SINGLES/COUPLES,Budget
238374,MIDAGE SINGLES/COUPLES,Premium
238372,MIDAGE SINGLES/COUPLES,Mainstream
238371,MIDAGE SINGLES/COUPLES,Premium
238369,MIDAGE SINGLES/COUPLES,Mainstream
238355,MIDAGE SINGLES/COUPLES,Mainstream
238343,MIDAGE SINGLES/COUPLES,Mainstream
238334,MIDAGE SINGLES/COUPLES,Premium
238317,MIDAGE SINGLES/COUPLES,Mainstream
238316,MIDAGE SINGLES/COUPLES,Mainstream
238299,MIDAGE SINGLES/COUPLES,Premium
238297,MIDAGE SINGLES/COUPLES,Mainstream
238296,MIDAGE SINGLES/COUPLES,Premium
238295,MIDAGE SINGLES/COUPLES,Budget
238294,MIDAGE SINGLES/COUPLES,Budget
238292,MIDAGE SINGLES/COUPLES,Mainstream
238290,MIDAGE SINGLES/COUPLES,Mainstream
238277,MIDAGE SINGLES/COUPLES,Budget
238275,MIDAGE SINGLES/COUPLES,Mainstream
238269,MIDAGE SINGLES/COUPLES,Mainstream
238264,MIDAGE SINGLES/COUPLES,Mainstream
238260,MIDAGE SINGLES/COUPLES,Mainstream
238242,MIDAGE SINGLES/COUPLES,Mainstream
238228,MIDAGE SINGLES/COUPLES,Premium
238221,MIDAGE SINGLES/COUPLES,Premium
238220,MIDAGE SINGLES/COUPLES,Premium
238210,MIDAGE SINGLES/COUPLES,Premium
238198,MIDAGE SINGLES/COUPLES,Mainstream
238195,MIDAGE SINGLES/COUPLES,Mainstream
238190,MIDAGE SINGLES/COUPLES,Mainstream
238187,MIDAGE SINGLES/COUPLES,Mainstream
238180,MIDAGE SINGLES/COUPLES,Mainstream
238179,MIDAGE SINGLES/COUPLES,Premium
238168,MIDAGE SINGLES/COUPLES,Premium
238162,MIDAGE SINGLES/COUPLES,Mainstream
238145,MIDAGE SINGLES/COUPLES,Mainstream
238142,MIDAGE SINGLES/COUPLES,Mainstream
238134,MIDAGE SINGLES/COUPLES,Premium
238124,MIDAGE SINGLES/COUPLES,Budget
238121,MIDAGE SINGLES/COUPLES,Premium
238096,MIDAGE SINGLES/COUPLES,Mainstream
238094,MIDAGE SINGLES/COUPLES,Mainstream
238045,MIDAGE SINGLES/COUPLES,Mainstream
238017,MIDAGE SINGLES/COUPLES,Premium
238009,MIDAGE SINGLES/COUPLES,Mainstream
237378,MIDAGE SINGLES/COUPLES,Premium
237367,MIDAGE SINGLES/COUPLES,Mainstream
237338,MIDAGE SINGLES/COUPLES,Budget
237333,MIDAGE SINGLES/COUPLES,Premium
237330,MIDAGE SINGLES/COUPLES,Budget
237324,MIDAGE SINGLES/COUPLES,Mainstream
237315,MIDAGE SINGLES/COUPLES,Mainstream
237314,MIDAGE SINGLES/COUPLES,Budget
237295,MIDAGE SINGLES/COUPLES,Premium
237293,MIDAGE SINGLES/COUPLES,Budget
237277,MIDAGE SINGLES/COUPLES,Mainstream
237266,MIDAGE SINGLES/COUPLES,Mainstream
237251,MIDAGE SINGLES/COUPLES,Premium
237234,MIDAGE SINGLES/COUPLES,Mainstream
237227,MIDAGE SINGLES/COUPLES,Budget
237218,MIDAGE SINGLES/COUPLES,Budget
237212,MIDAGE SINGLES/COUPLES,Mainstream
237198,MIDAGE SINGLES/COUPLES,Premium
237164,MIDAGE SINGLES/COUPLES,Mainstream
237148,MIDAGE SINGLES/COUPLES,Mainstream
237133,MIDAGE SINGLES/COUPLES,Premium
237131,MIDAGE SINGLES/COUPLES,Premium
237129,MIDAGE SINGLES/COUPLES,Mainstream
237128,MIDAGE SINGLES/COUPLES,Budget
237116,MIDAGE SINGLES/COUPLES,Premium
237112,MIDAGE SINGLES/COUPLES,Mainstream
237103,MIDAGE SINGLES/COUPLES,Premium
237101,MIDAGE SINGLES/COUPLES,Budget
237078,MIDAGE SINGLES/COUPLES,Mainstream
237074,MIDAGE SINGLES/COUPLES,Mainstream
237073,MIDAGE SINGLES/COUPLES,Mainstream
237050,MIDAGE SINGLES/COUPLES,Mainstream
237035,MIDAGE SINGLES/COUPLES,Premium
237025,MIDAGE SINGLES/COUPLES,Mainstream
237011,MIDAGE SINGLES/COUPLES,Mainstream
237009,MIDAGE SINGLES/COUPLES,Mainstream
236247,MIDAGE SINGLES/COUPLES,Budget
236244,MIDAGE SINGLES/COUPLES,Premium
236241,MIDAGE SINGLES/COUPLES,Mainstream
236238,MIDAGE SINGLES/COUPLES,Mainstream
236230,MIDAGE SINGLES/COUPLES,Mainstream
236223,MIDAGE SINGLES/COUPLES,Budget
236216,MIDAGE SINGLES/COUPLES,Budget
236186,MIDAGE SINGLES/COUPLES,Mainstream
236180,MIDAGE SINGLES/COUPLES,Mainstream
236172,MIDAGE SINGLES/COUPLES,Mainstream
236160,MIDAGE SINGLES/COUPLES,Premium
236153,MIDAGE SINGLES/COUPLES,Premium
236145,MIDAGE SINGLES/COUPLES,Premium
236144,MIDAGE SINGLES/COUPLES,Budget
236142,MIDAGE SINGLES/COUPLES,Mainstream
236132,MIDAGE SINGLES/COUPLES,Premium
236128,MIDAGE SINGLES/COUPLES,Budget
236127,MIDAGE SINGLES/COUPLES,Premium
236120,MIDAGE SINGLES/COUPLES,Premium
236116,MIDAGE SINGLES/COUPLES,Mainstream
236109,MIDAGE SINGLES/COUPLES,Mainstream
236108,MIDAGE SINGLES/COUPLES,Budget
236098,MIDAGE SINGLES/COUPLES,Mainstream
236094,MIDAGE SINGLES/COUPLES,Premium
236080,MIDAGE SINGLES/COUPLES,Mainstream
236060,MIDAGE SINGLES/COUPLES,Mainstream
236029,MIDAGE SINGLES/COUPLES,Mainstream
236021,MIDAGE SINGLES/COUPLES,Premium
236020,MIDAGE SINGLES/COUPLES,Premium
236018,MIDAGE SINGLES/COUPLES,Premium
236017,MIDAGE SINGLES/COUPLES,Premium
236013,MIDAGE SINGLES/COUPLES,Premium
236003,MIDAGE SINGLES/COUPLES,Premium
235375,MIDAGE SINGLES/COUPLES,Mainstream
235371,MIDAGE SINGLES/COUPLES,Premium
235365,MIDAGE SINGLES/COUPLES,Budget
235361,MIDAGE SINGLES/COUPLES,Premium
235333,MIDAGE SINGLES/COUPLES,Premium
235311,MIDAGE SINGLES/COUPLES,Mainstream
235307,MIDAGE SINGLES/COUPLES,Premium
235281,MIDAGE SINGLES/COUPLES,Budget
235279,MIDAGE SINGLES/COUPLES,Premium
235275,MIDAGE SINGLES/COUPLES,Mainstream
235259,MIDAGE SINGLES/COUPLES,Premium
235246,MIDAGE SINGLES/COUPLES,Premium
235242,MIDAGE SINGLES/COUPLES,Premium
235228,MIDAGE SINGLES/COUPLES,Mainstream
235209,MIDAGE SINGLES/COUPLES,Premium
235208,MIDAGE SINGLES/COUPLES,Premium
235199,MIDAGE SINGLES/COUPLES,Premium
235177,MIDAGE SINGLES/COUPLES,Mainstream
235168,MIDAGE SINGLES/COUPLES,Mainstream
235163,MIDAGE SINGLES/COUPLES,Mainstream
235158,MIDAGE SINGLES/COUPLES,Budget
235127,MIDAGE SINGLES/COUPLES,Premium
235116,MIDAGE SINGLES/COUPLES,Mainstream
235105,MIDAGE SINGLES/COUPLES,Budget
235091,MIDAGE SINGLES/COUPLES,Mainstream
235084,MIDAGE SINGLES/COUPLES,Mainstream
235041,MIDAGE SINGLES/COUPLES,Premium
235037,MIDAGE SINGLES/COUPLES,Mainstream
235016,MIDAGE SINGLES/COUPLES,Budget
235002,MIDAGE SINGLES/COUPLES,Mainstream
234354,MIDAGE SINGLES/COUPLES,Premium
234306,MIDAGE SINGLES/COUPLES,Mainstream
234304,MIDAGE SINGLES/COUPLES,Premium
234300,MIDAGE SINGLES/COUPLES,Mainstream
234292,MIDAGE SINGLES/COUPLES,Budget
234243,MIDAGE SINGLES/COUPLES,Mainstream
234222,MIDAGE SINGLES/COUPLES,Budget
234198,MIDAGE SINGLES/COUPLES,Premium
234185,MIDAGE SINGLES/COUPLES,Premium
234168,MIDAGE SINGLES/COUPLES,Mainstream
234164,MIDAGE SINGLES/COUPLES,Mainstream
234162,MIDAGE SINGLES/COUPLES,Mainstream
234128,MIDAGE SINGLES/COUPLES,Budget
234122,MIDAGE SINGLES/COUPLES,Budget
234091,MIDAGE SINGLES/COUPLES,Mainstream
234065,MIDAGE SINGLES/COUPLES,Mainstream
234061,MIDAGE SINGLES/COUPLES,Premium
234013,MIDAGE SINGLES/COUPLES,Mainstream
234001,MIDAGE SINGLES/COUPLES,Premium
234000,MIDAGE SINGLES/COUPLES,Mainstream
233494,MIDAGE SINGLES/COUPLES,Mainstream
233490,MIDAGE SINGLES/COUPLES,Premium
233482,MIDAGE SINGLES/COUPLES,Budget
233456,MIDAGE SINGLES/COUPLES,Premium
233444,MIDAGE SINGLES/COUPLES,Premium
233433,MIDAGE SINGLES/COUPLES,Budget
233424,MIDAGE SINGLES/COUPLES,Premium
233406,MIDAGE SINGLES/COUPLES,Mainstream
233400,MIDAGE SINGLES/COUPLES,Premium
233396,MIDAGE SINGLES/COUPLES,Budget
233391,MIDAGE SINGLES/COUPLES,Premium
233377,MIDAGE SINGLES/COUPLES,Mainstream
233365,MIDAGE SINGLES/COUPLES,Mainstream
233354,MIDAGE SINGLES/COUPLES,Premium
233353,MIDAGE SINGLES/COUPLES,Budget
233341,MIDAGE SINGLES/COUPLES,Mainstream
233313,MIDAGE SINGLES/COUPLES,Budget
233304,MIDAGE SINGLES/COUPLES,Premium
233303,MIDAGE SINGLES/COUPLES,Premium
233297,MIDAGE SINGLES/COUPLES,Budget
233292,MIDAGE SINGLES/COUPLES,Premium
233285,MIDAGE SINGLES/COUPLES,Mainstream
233284,MIDAGE SINGLES/COUPLES,Premium
233279,MIDAGE SINGLES/COUPLES,Premium
233208,MIDAGE SINGLES/COUPLES,Mainstream
233198,MIDAGE SINGLES/COUPLES,Premium
233195,MIDAGE SINGLES/COUPLES,Budget
233167,MIDAGE SINGLES/COUPLES,Mainstream
233137,MIDAGE SINGLES/COUPLES,Budget
233131,MIDAGE SINGLES/COUPLES,Budget
233099,MIDAGE SINGLES/COUPLES,Premium
233098,MIDAGE SINGLES/COUPLES,Mainstream
233086,MIDAGE SINGLES/COUPLES,Budget
233083,MIDAGE SINGLES/COUPLES,Premium
233070,MIDAGE SINGLES/COUPLES,Premium
233056,MIDAGE SINGLES/COUPLES,Mainstream
233054,MIDAGE SINGLES/COUPLES,Premium
233020,MIDAGE SINGLES/COUPLES,Premium
233019,MIDAGE SINGLES/COUPLES,Premium
233018,MIDAGE SINGLES/COUPLES,Budget
233017,MIDAGE SINGLES/COUPLES,Premium
